customer_id,customer_segment,city,state,registration_date,customer_status,preferred_contact_method,loyalty_tier,churn_risk_score,customer_value_score,satisfaction_score
CUS-10997,Individual,Banksburgh,DE,2021-02-21,Active,Email,Bronze,32,50,90
CUS-10998,Business,Lake Jessica,PR,2023-04-14,Active,SMS,Bronze,44,89,63
CUS-10999,Individual,North Robert,OR,2020-06-06,Active,Email,Bronze,21,44,74
CUS-11000,Family,Phammouth,HI,2023-10-25,Active,Email,Platinum,16,94,76
CUS-11001,Individual,Maxwelltown,VI,2022-07-31,Active,Phone,Silver,24,67,56
CUS-11002,Individual,South Samantha,DE,2020-03-30,Active,SMS,Silver,46,73,59
CUS-11003,Individual,Alexanderland,KS,2020-04-09,Active,Email,Platinum,37,77,98
CUS-11004,Student,Alexanderhaven,WI,2022-02-20,Active,Email,Silver,53,51,55
CUS-11005,Individual,Lake Morgan,NC,2021-03-02,Active,Phone,Silver,48,72,60
CUS-11006,Individual,South Dorothybury,NJ,2022-10-02,Active,Phone,Platinum,54,86,68
CUS-11007,Individual,Elizabethfurt,FL,2020-07-15,Active,Phone,Gold,46,76,91
CUS-11008,Individual,North Dawnburgh,NY,2023-05-14,Active,Phone,Gold,39,61,90
CUS-11009,Family,Christianburgh,CA,2020-07-09,Active,Email,Gold,4,100,79
CUS-11010,Premium,Floresmouth,KY,2022-12-15,Active,Phone,Silver,20,94,86
CUS-11011,Individual,New Jeffreyfurt,MO,2020-09-18,Active,Email,Silver,27,62,91
CUS-11012,Individual,North Stephen,AS,2020-06-05,Inactive,Phone,Gold,46,67,90
CUS-11013,Family,Millerfort,NV,2023-03-10,Active,Email,Silver,59,82,50
CUS-11014,Individual,Davidfort,WA,2023-09-16,Active,Phone,Gold,12,56,94
CUS-11015,Business,North Richardton,OH,2021-09-01,Active,Phone,Platinum,5,100,85
CUS-11016,Individual,Port Christopherport,FM,2025-02-23,Active,Email,Bronze,67,49,63
CUS-11017,Business,Lake Emily,MA,2020-08-05,Active,Email,Gold,1,100,100
CUS-11018,Individual,Marciabury,PR,2022-04-09,Active,SMS,Gold,26,68,100
CUS-11019,Family,Riverafort,VT,2023-06-17,Active,Phone,Silver,45,74,56
CUS-11020,Individual,Jenniferville,CT,2020-01-29,Active,SMS,Gold,2,65,83
CUS-11021,Individual,North Matthew,MP,2020-10-24,Active,Email,Gold,40,80,74
CUS-11022,Individual,Amystad,UT,2024-04-25,Active,Email,Bronze,30,37,82
CUS-11023,Student,North Pennyfort,DC,2022-08-23,Active,Email,Bronze,25,46,80
CUS-11024,Individual,Rodriguezborough,ID,2020-01-17,Active,SMS,Gold,16,80,100
CUS-11025,Individual,Port Philipmouth,GU,2023-02-09,Suspended,Email,Bronze,81,54,53
CUS-11026,Premium,Lake Matthew,WV,2025-01-27,Active,Email,Platinum,28,100,92
CUS-11027,Individual,Williamsshire,DE,2023-02-07,Active,SMS,Silver,39,49,84
CUS-11028,Family,Ellisshire,NY,2023-08-16,Active,Phone,Bronze,38,61,83
CUS-11029,Individual,South Adam,WA,2021-04-20,Active,Phone,Gold,48,81,90
CUS-11030,Individual,New Savannahshire,NJ,2021-08-23,Active,Email,Gold,52,81,83
CUS-11031,Family,Lake Beth,VA,2024-06-25,Suspended,Email,Bronze,100,54,40
CUS-11032,Individual,North Paul,PA,2021-02-12,Active,Email,Platinum,50,87,79
CUS-11033,Individual,Williamfurt,MT,2023-02-14,Active,Email,Gold,21,61,77
CUS-11034,Family,West Raymond,MA,2025-01-05,Active,SMS,Bronze,27,70,69
CUS-11035,Individual,Shawnberg,DC,2021-04-03,Active,SMS,Platinum,39,73,98
CUS-11036,Individual,Morrisonhaven,ME,2020-11-05,Active,SMS,Gold,1,64,98
CUS-11037,Family,Jenniferside,SC,2025-05-25,Active,Email,Bronze,59,69,55
CUS-11038,Family,East Jason,VT,2020-03-26,Active,Email,Bronze,13,76,68
CUS-11039,Family,Glendaberg,VT,2023-12-21,Active,Phone,Gold,16,78,90
CUS-11040,Individual,New Amy,SC,2020-10-09,Active,Email,Platinum,39,73,78
CUS-11041,Family,Jenniferstad,OH,2022-08-28,Active,Phone,Bronze,30,71,77
CUS-11042,Family,Aguilarchester,TX,2021-05-17,Active,Phone,Gold,5,85,96
CUS-11043,Individual,Nataliechester,AS,2022-04-18,Active,SMS,Gold,38,70,64
CUS-11044,Individual,New Danielfurt,FL,2024-04-26,Active,SMS,Platinum,15,73,87
CUS-11045,Individual,Lake Brianview,WV,2024-04-30,Active,Email,Gold,52,73,69
CUS-11046,Premium,West Frances,FL,2020-04-28,Suspended,SMS,Platinum,71,100,44
CUS-11047,Individual,Lake Kristenborough,WV,2024-12-19,Active,Phone,Bronze,67,41,69
CUS-11048,Individual,West Lisaville,RI,2021-07-26,Inactive,Phone,Bronze,56,55,62
CUS-11049,Business,Lake Deborah,MS,2023-07-02,Active,Phone,Gold,51,100,85
CUS-11050,Family,New Kristen,AS,2024-12-09,Active,Email,Bronze,66,55,80
CUS-11051,Student,Heatherton,MS,2021-08-04,Active,Phone,Silver,23,61,66
CUS-11052,Individual,Butlermouth,OH,2024-12-28,Active,Phone,Bronze,69,40,74
CUS-11053,Student,North Juliaborough,RI,2020-08-14,Active,SMS,Silver,32,55,61
CUS-11054,Individual,Greerstad,WV,2023-08-26,Inactive,Email,Silver,50,59,71
CUS-11055,Student,Port Jenny,ID,2024-07-07,Active,Phone,Gold,70,62,90
CUS-11056,Family,Shaneland,HI,2021-04-23,Active,Email,Platinum,35,100,71
CUS-11057,Family,Lake Willie,MS,2022-11-30,Active,Email,Silver,20,78,85
CUS-11058,Individual,South Joshuaview,DC,2023-12-28,Active,Email,Bronze,47,38,81
CUS-11059,Individual,New Meghan,AL,2020-06-08,Active,Phone,Gold,23,76,82
CUS-11060,Individual,Stevenberg,AZ,2023-07-27,Active,Email,Platinum,41,78,72
CUS-11061,Individual,West Candice,WI,2020-09-17,Active,Email,Platinum,22,89,73
CUS-11062,Family,Tracyshire,OH,2022-07-21,Active,Phone,Platinum,19,91,100
CUS-11063,Business,Charlesmouth,NC,2020-08-13,Active,Phone,Silver,1,92,83
CUS-11064,Individual,East Abigail,WY,2022-02-05,Active,Email,Platinum,3,87,96
CUS-11065,Individual,South Amy,MO,2025-01-05,Active,Email,Bronze,67,46,47
CUS-11066,Individual,West Jeffreyborough,TN,2021-12-15,Active,Email,Gold,12,78,96
CUS-11067,Premium,Markport,IL,2024-05-19,Active,SMS,Platinum,3,100,100
CUS-11068,Family,Barajastown,DE,2024-04-08,Active,Email,Gold,30,75,100
CUS-11069,Family,Seanbury,AZ,2022-04-18,Active,SMS,Silver,7,83,76
CUS-11070,Family,Patrickville,MS,2024-11-08,Active,Email,Silver,69,70,82
CUS-11071,Family,Amberport,AK,2023-08-11,Active,Email,Silver,56,66,85
CUS-11072,Individual,Williehaven,NV,2024-03-17,Active,SMS,Bronze,79,50,56
CUS-11073,Student,Williamsborough,MD,2021-07-17,Active,Email,Platinum,47,79,89
CUS-11074,Individual,North Garyside,ND,2022-12-28,Active,Email,Bronze,64,37,69
CUS-11075,Individual,Lake Cameronborough,VI,2022-04-29,Active,Phone,Silver,10,52,64
CUS-11076,Individual,Houstonborough,ND,2021-08-07,Active,Email,Bronze,21,54,66
CUS-11077,Individual,Lucasland,WA,2025-05-22,Active,Email,Bronze,44,33,72
CUS-11078,Individual,North Stephen,MA,2025-01-02,Active,Email,Gold,17,52,79
CUS-11079,Individual,North Charlesburgh,WY,2023-05-07,Active,Email,Gold,24,59,83
CUS-11080,Individual,Angelashire,GU,2022-08-09,Active,Email,Bronze,47,45,52
CUS-11081,Individual,West Rickey,NV,2025-05-27,Active,Email,Gold,51,54,79
CUS-11082,Individual,Hamiltontown,MS,2022-07-02,Active,Phone,Bronze,15,49,91
CUS-11083,Student,New Adamland,WV,2024-05-20,Active,SMS,Platinum,45,66,63
CUS-11084,Individual,Lake Melaniestad,NY,2022-08-09,Suspended,Phone,Silver,57,48,22
CUS-11085,Premium,West Kristinport,PA,2022-09-14,Active,Email,Gold,4,100,83
CUS-11086,Individual,West Kathymouth,MS,2022-11-11,Active,Email,Silver,12,56,63
CUS-11087,Individual,Shorttown,NJ,2020-09-08,Active,Phone,Platinum,46,87,74
CUS-11088,Family,New Jeffrey,WA,2025-05-14,Active,SMS,Platinum,50,88,88
CUS-11089,Individual,Roblesside,LA,2023-09-18,Suspended,Email,Silver,98,54,12
CUS-11090,Premium,West Erica,PW,2020-09-30,Active,Email,Gold,32,100,75
CUS-11091,Individual,Susantown,OH,2025-01-07,Active,Email,Bronze,25,51,59
CUS-11092,Individual,North Bobby,OK,2025-01-01,Active,Phone,Silver,42,53,90
CUS-11093,Individual,Medinaland,ME,2020-12-28,Active,SMS,Platinum,1,87,93
CUS-11094,Premium,Lake Judith,VA,2022-06-29,Active,Phone,Platinum,24,100,78
CUS-11095,Individual,Jasonhaven,FL,2023-06-10,Active,SMS,Bronze,51,46,52
CUS-11096,Individual,East Jeffrey,MP,2025-01-26,Active,Phone,Bronze,72,50,71
CUS-11097,Individual,Jamesburgh,TN,2021-07-22,Active,Email,Gold,33,79,100
CUS-11098,Individual,Port Karenside,NH,2020-05-13,Active,Phone,Bronze,59,63,63
CUS-11099,Business,West Emilyview,CT,2024-02-01,Active,Email,Gold,39,100,100
CUS-11100,Individual,Lake Beverly,MA,2023-02-21,Active,Email,Silver,52,66,53
CUS-11101,Business,Davidbury,CT,2021-10-23,Active,SMS,Gold,21,100,95
CUS-11102,Individual,Christineborough,MD,2022-11-25,Active,SMS,Bronze,25,50,89
CUS-11103,Individual,Hayesport,UT,2020-01-11,Active,Email,Platinum,41,75,76
CUS-11104,Student,New Ashley,AS,2022-05-17,Suspended,SMS,Bronze,67,37,21
CUS-11105,Family,Susanburgh,AL,2020-07-17,Active,Email,Bronze,51,84,71
CUS-11106,Family,Johnbury,VT,2021-05-21,Active,Email,Silver,4,81,93
CUS-11107,Family,Hillstad,DC,2025-04-16,Active,Phone,Silver,26,80,83
CUS-11108,Individual,Nataliemouth,NV,2020-06-24,Suspended,SMS,Silver,96,56,19
CUS-11109,Individual,Kimfort,OH,2024-07-01,Active,Email,Silver,24,45,59
CUS-11110,Individual,East Debbieland,MP,2021-08-26,Active,Email,Gold,18,68,100
CUS-11111,Family,Micheleberg,MH,2023-07-01,Active,Email,Gold,66,94,96
CUS-11112,Individual,West Jessica,SC,2023-08-26,Inactive,Phone,Silver,71,63,58
CUS-11113,Individual,Lake Charlestown,PR,2020-01-26,Active,Email,Platinum,2,93,78
CUS-11114,Family,Port Bonniefurt,WI,2021-06-08,Active,Email,Gold,2,88,78
CUS-11115,Family,North Andrea,ND,2020-05-03,Active,Phone,Gold,31,96,83
CUS-11116,Individual,Valdezberg,MN,2023-01-13,Active,Email,Bronze,30,46,77
CUS-11117,Student,Walkershire,VA,2022-11-26,Active,Phone,Bronze,40,44,55
CUS-11118,Individual,Dennishaven,NY,2021-02-04,Suspended,Phone,Silver,44,62,34
CUS-11119,Family,South Michaeltown,TN,2023-11-23,Active,Email,Silver,74,82,82
CUS-11120,Student,Port Tamara,RI,2023-06-15,Active,Email,Bronze,76,26,76
CUS-11121,Individual,Port Willie,NV,2020-01-08,Active,Phone,Gold,3,72,100
CUS-11122,Family,East Ashley,OK,2025-05-04,Active,SMS,Bronze,45,55,51
CUS-11123,Individual,Lake Jessica,MI,2020-05-31,Active,Phone,Bronze,28,50,95
CUS-11124,Individual,East Kathleenbury,CA,2024-04-16,Active,SMS,Bronze,38,38,67
CUS-11125,Business,Miketon,TN,2024-01-12,Active,SMS,Silver,17,79,68
CUS-10376,Family,Andersonland,ME,2020-09-28,Active,Phone,Platinum,38,100,94
CUS-10377,Individual,Schneidermouth,GU,2023-07-19,Active,Email,Silver,60,47,73
CUS-10378,Individual,Lake Jacqueline,WA,2021-07-23,Active,SMS,Gold,22,71,100
CUS-10379,Individual,Lake Ellenhaven,MN,2024-05-04,Active,Email,Platinum,50,74,64
CUS-10380,Family,West Kyleborough,MA,2022-03-25,Active,Email,Silver,22,79,74
CUS-10381,Individual,Leeberg,FL,2023-03-29,Active,SMS,Gold,57,57,61
CUS-10382,Individual,West Meganville,NY,2024-05-24,Active,Email,Platinum,20,76,95
CUS-10383,Individual,Lake Matthewberg,PA,2025-05-16,Active,SMS,Platinum,66,80,76
CUS-10384,Individual,Mooreburgh,MP,2025-03-25,Active,Email,Bronze,25,41,65
CUS-10385,Individual,Lake Samuel,MT,2023-07-05,Active,Phone,Bronze,61,37,54
CUS-10386,Individual,Ericabury,NV,2022-09-03,Active,Phone,Silver,35,48,53
CUS-10387,Family,Karenmouth,IN,2024-07-31,Active,SMS,Silver,50,64,64
CUS-10388,Individual,West Tammy,WY,2024-02-05,Active,Email,Bronze,39,37,77
CUS-10389,Family,Mckeeborough,MN,2024-03-22,Active,Phone,Silver,24,79,92
CUS-10390,Individual,Murrayport,WI,2023-08-24,Active,Email,Bronze,67,39,73
CUS-10391,Family,Shawchester,GA,2022-06-25,Active,Email,Bronze,54,61,87
CUS-10392,Family,Port Cassandra,VI,2021-12-20,Suspended,Email,Bronze,60,80,23
CUS-10393,Individual,Brettfort,VI,2023-05-15,Active,Phone,Gold,54,56,79
CUS-10394,Individual,Angelaville,VT,2023-05-27,Active,Phone,Bronze,23,42,87
CUS-10395,Individual,West Christopherburgh,KY,2021-05-08,Active,Phone,Gold,1,73,90
CUS-10396,Individual,Whiteheadberg,MP,2024-10-28,Active,Email,Silver,31,56,58
CUS-10397,Individual,Davisbury,GU,2020-05-18,Active,Email,Platinum,50,86,92
CUS-10398,Individual,Wilkersontown,MT,2023-12-30,Active,Email,Gold,15,74,100
CUS-10399,Individual,South Waynebury,MS,2020-11-08,Active,Email,Gold,3,67,100
CUS-10400,Individual,West Jeffreymouth,CT,2023-04-16,Active,SMS,Silver,14,55,85
CUS-10401,Family,Laceyberg,AZ,2024-09-29,Active,Email,Platinum,17,95,100
CUS-10402,Family,Samanthafort,UT,2021-09-25,Active,Phone,Bronze,2,64,60
CUS-10403,Individual,Port Janice,NV,2025-05-05,Active,Phone,Gold,26,55,88
CUS-10404,Individual,North Andrewborough,MP,2024-05-18,Active,Phone,Bronze,77,32,66
CUS-10405,Family,New Shelby,PA,2021-07-11,Active,Email,Platinum,31,93,95
CUS-10406,Individual,Rodriguezport,IA,2022-01-07,Active,SMS,Bronze,14,48,64
CUS-10407,Business,Davidbury,MT,2023-10-12,Active,Email,Gold,1,89,85
CUS-10408,Individual,Brownfort,PA,2022-01-15,Active,Email,Platinum,48,70,96
CUS-10409,Family,Lake Zacharybury,VT,2024-01-02,Active,Email,Bronze,46,64,68
CUS-10410,Family,West Ruben,RI,2023-03-16,Active,Phone,Platinum,11,93,100
CUS-10411,Student,Johnchester,HI,2025-05-07,Active,SMS,Gold,59,49,79
CUS-10412,Individual,New Theresaland,NC,2022-07-24,Active,Email,Silver,25,67,70
CUS-10413,Individual,South Morganton,SC,2023-04-26,Suspended,SMS,Gold,86,73,38
CUS-10414,Individual,Zavalaview,WA,2025-03-24,Active,Email,Bronze,73,30,67
CUS-10415,Individual,West Kristinastad,IA,2023-09-08,Active,Phone,Bronze,33,51,69
CUS-10416,Individual,Port Bonniemouth,DC,2025-05-22,Active,SMS,Gold,15,51,81
CUS-10417,Business,West Amyburgh,MP,2022-11-30,Active,SMS,Gold,30,94,100
CUS-10418,Individual,Pollardfort,SC,2020-09-30,Active,Email,Gold,1,76,78
CUS-10419,Individual,Port Dennis,VT,2021-06-18,Active,SMS,Silver,54,61,70
CUS-10420,Individual,Johnsonborough,AZ,2021-04-23,Active,Email,Platinum,27,75,74
CUS-10421,Individual,North Leslie,ME,2022-07-09,Active,Email,Silver,55,54,77
CUS-10422,Individual,Haysside,NJ,2021-06-26,Active,Email,Platinum,10,90,70
CUS-10423,Individual,Benjaminborough,LA,2024-10-20,Active,Email,Bronze,42,43,84
CUS-10424,Individual,Michelleton,VI,2021-09-04,Active,SMS,Bronze,27,55,90
CUS-10425,Family,Joshuastad,NE,2021-05-26,Active,Email,Platinum,1,91,73
CUS-10426,Family,Paulfurt,MA,2021-03-31,Active,SMS,Silver,40,92,57
CUS-10427,Individual,South Heather,MN,2021-06-14,Inactive,Email,Platinum,33,91,92
CUS-10428,Family,Lauriechester,CO,2020-07-07,Inactive,SMS,Silver,32,88,57
CUS-10429,Individual,Morrisonburgh,ND,2023-03-21,Active,Phone,Silver,34,59,65
CUS-10430,Individual,Manuelland,MD,2025-02-03,Active,Email,Gold,12,69,100
CUS-10431,Family,Kirkchester,GA,2023-08-18,Active,Email,Silver,23,67,73
CUS-10432,Individual,Bellton,VA,2022-05-08,Active,SMS,Gold,35,76,64
CUS-10433,Student,Christinachester,KY,2024-05-20,Active,Email,Gold,32,60,96
CUS-10434,Individual,North Emilyfurt,MN,2021-07-07,Active,Email,Silver,58,59,52
CUS-10435,Family,North Douglas,PA,2022-08-24,Active,Phone,Platinum,7,91,84
CUS-10436,Family,Johnsonland,IA,2021-06-29,Active,Phone,Platinum,39,98,99
CUS-10437,Family,Michaelshire,AZ,2024-06-21,Active,SMS,Platinum,21,87,81
CUS-10438,Individual,Lake Shannon,MN,2024-07-09,Active,Email,Silver,65,53,83
CUS-10439,Individual,Scottland,OK,2023-02-27,Inactive,SMS,Gold,60,73,77
CUS-10440,Individual,New Michael,MD,2020-03-18,Active,Email,Silver,33,70,54
CUS-10441,Individual,Johnville,AK,2023-06-11,Active,Email,Gold,68,65,60
CUS-10442,Individual,South April,PW,2023-04-16,Active,Email,Bronze,43,47,56
CUS-10443,Individual,West Kimberlymouth,IL,2025-04-13,Active,Phone,Bronze,40,34,62
CUS-10444,Family,Heatherfort,ID,2022-06-13,Active,SMS,Silver,17,85,96
CUS-10445,Family,East Melissamouth,HI,2021-04-02,Active,SMS,Silver,46,81,59
CUS-10446,Individual,Osbornmouth,TN,2020-01-04,Inactive,SMS,Silver,79,73,47
CUS-10447,Individual,Jennaside,ND,2021-10-13,Inactive,SMS,Silver,69,53,78
CUS-10448,Individual,Patriciaburgh,VT,2024-03-06,Active,Email,Bronze,60,35,88
CUS-10449,Family,Port Michael,IN,2021-11-18,Active,Email,Silver,7,81,75
CUS-10450,Family,East Laurabury,WY,2024-01-15,Active,Email,Gold,20,86,97
CUS-10451,Business,Johnsonside,OK,2021-12-20,Active,Email,Gold,33,100,78
CUS-10452,Individual,Tannerside,DC,2020-05-30,Active,Email,Bronze,16,47,61
CUS-10453,Individual,North Kylefort,NC,2024-12-23,Active,Phone,Silver,77,43,66
CUS-10454,Individual,Hammondshire,CA,2023-06-10,Active,Phone,Silver,61,50,86
CUS-10455,Business,West Dawn,NV,2020-11-17,Active,Email,Platinum,1,100,100
CUS-10456,Individual,Frazierstad,DC,2021-07-30,Active,Email,Silver,37,66,62
CUS-10457,Individual,Port Tammy,NE,2020-01-08,Active,Email,Gold,28,80,77
CUS-10458,Individual,Port Davidberg,ME,2021-02-27,Active,Email,Bronze,54,45,69
CUS-10459,Family,East Marcus,VT,2022-08-22,Active,Phone,Bronze,41,70,63
CUS-10460,Individual,West Stacey,NC,2022-02-20,Active,Email,Silver,33,57,68
CUS-10461,Family,Meghanview,ID,2023-03-01,Active,Phone,Silver,14,77,92
CUS-10462,Individual,Davidport,RI,2024-03-29,Active,Phone,Gold,62,69,84
CUS-10463,Student,New Danielleshire,OR,2023-11-08,Active,Email,Gold,40,53,67
CUS-10464,Individual,East Donna,VA,2024-10-14,Active,Phone,Platinum,61,79,97
CUS-10465,Individual,Meganshire,AZ,2025-04-28,Active,Email,Platinum,23,66,74
CUS-10466,Individual,North Brandonshire,KS,2020-06-09,Suspended,Email,Platinum,70,78,64
CUS-10467,Individual,Port Ashley,RI,2025-02-08,Active,SMS,Bronze,55,42,84
CUS-10468,Individual,South Pamelaside,LA,2021-07-19,Active,SMS,Bronze,45,60,88
CUS-10469,Individual,Timothyfurt,ME,2022-05-09,Active,Email,Gold,32,62,70
CUS-10470,Individual,Joneston,GA,2020-07-25,Active,SMS,Platinum,46,87,77
CUS-10471,Individual,Perrymouth,IL,2022-09-21,Active,Email,Bronze,32,41,93
CUS-10472,Family,Catherinemouth,VI,2023-11-21,Active,Email,Gold,54,81,63
CUS-10473,Family,Jessicastad,MO,2025-02-28,Active,Email,Bronze,70,59,65
CUS-10474,Individual,Port Mitchell,OH,2022-10-03,Active,Phone,Platinum,11,71,87
CUS-10475,Student,West Johnville,KY,2022-06-26,Active,Email,Gold,34,68,69
CUS-10476,Individual,Wrightville,AR,2021-03-08,Inactive,Email,Gold,53,73,63
CUS-10477,Individual,Soniachester,IA,2020-11-21,Active,Phone,Gold,39,79,99
CUS-10478,Individual,Port Mark,OK,2021-01-29,Active,Email,Bronze,2,56,63
CUS-10479,Premium,Jamesburgh,NM,2023-12-14,Active,Email,Gold,20,100,73
CUS-10480,Family,Jimenezport,NM,2021-05-10,Active,Phone,Bronze,55,77,86
CUS-10481,Individual,North Sierrahaven,NH,2021-12-06,Active,SMS,Platinum,37,72,81
CUS-10482,Individual,East Brandy,AR,2020-04-11,Active,Phone,Platinum,44,82,76
CUS-10483,Family,West Troyfort,LA,2021-07-05,Active,Phone,Platinum,40,91,92
CUS-10484,Premium,Port Danielberg,FM,2023-08-18,Active,SMS,Silver,43,99,69
CUS-10485,Individual,Jessicafurt,MN,2022-02-10,Active,Email,Silver,23,65,95
CUS-10486,Individual,South Brettside,ID,2020-07-28,Active,SMS,Platinum,43,85,97
CUS-10487,Family,Angelaland,MS,2023-06-01,Active,Phone,Silver,41,73,92
CUS-10488,Individual,Duranview,GU,2021-07-21,Active,Phone,Platinum,10,77,77
CUS-10489,Individual,East Theresafurt,MN,2021-05-07,Active,SMS,Platinum,28,84,85
CUS-10490,Family,Angelastad,WV,2024-01-17,Active,Email,Bronze,78,66,70
CUS-10491,Individual,East Carrie,MO,2020-03-13,Active,SMS,Platinum,11,82,100
CUS-10492,Family,North Benjaminmouth,AS,2022-09-01,Inactive,Phone,Silver,91,73,77
CUS-10493,Individual,Stoneberg,PA,2020-07-18,Active,Phone,Platinum,25,79,86
CUS-10494,Family,West Sarah,MD,2021-03-31,Active,Phone,Silver,50,82,73
CUS-10495,Individual,South Vicki,WA,2021-08-25,Active,Email,Bronze,42,59,89
CUS-10496,Premium,Brittneyhaven,MP,2020-05-25,Active,Email,Gold,18,100,100
CUS-10497,Individual,Ericksonport,NJ,2020-04-20,Active,Email,Platinum,11,88,100
CUS-10498,Business,West Markville,MT,2022-07-26,Active,SMS,Bronze,1,88,81
CUS-10499,Family,Lauratown,PA,2020-12-28,Active,Email,Gold,3,88,100
CUS-10500,Family,Bakershire,OK,2022-09-29,Active,Phone,Bronze,34,77,81
CUS-10501,Individual,Lake Brett,NJ,2025-05-30,Active,Email,Silver,66,51,47
CUS-10502,Business,New Cristina,RI,2024-03-30,Active,Email,Gold,35,95,77
CUS-10503,Family,Hernandezbury,AZ,2021-12-06,Active,Email,Gold,12,85,72
CUS-10504,Family,East Andrewmouth,MT,2021-09-02,Inactive,Email,Gold,55,91,86
CUS-10505,Business,South Hannah,MT,2020-10-01,Active,SMS,Gold,1,100,95
CUS-10506,Individual,Salaston,VT,2021-04-04,Active,Email,Platinum,27,88,75
CUS-10507,Individual,New Jared,MD,2023-12-27,Active,Email,Gold,26,71,100
CUS-10508,Individual,Foxmouth,HI,2020-04-08,Active,Phone,Bronze,44,48,78
CUS-10509,Individual,Barrmouth,ND,2020-09-10,Active,Email,Bronze,44,64,52
CUS-10510,Individual,Ericaview,RI,2023-09-17,Active,Phone,Silver,64,48,74
CUS-10511,Family,Leebury,KY,2020-08-02,Active,Phone,Silver,50,77,81
CUS-10512,Individual,Jeffreyport,WI,2021-02-13,Active,SMS,Platinum,12,85,86
CUS-10513,Individual,Janetfort,MD,2023-01-27,Active,Email,Platinum,20,73,66
CUS-10514,Individual,Baileyview,LA,2020-07-01,Inactive,SMS,Gold,29,66,97
CUS-10515,Individual,New Ericafurt,MH,2024-01-21,Active,Email,Bronze,38,41,82
CUS-10516,Individual,Cardenasberg,LA,2024-07-23,Active,Email,Bronze,71,42,73
CUS-10517,Family,West Stephanieland,MI,2020-07-13,Active,SMS,Bronze,8,84,69
CUS-10518,Individual,Douglasfort,IL,2025-01-05,Active,Phone,Gold,15,62,88
CUS-10519,Individual,Port Amanda,OH,2022-03-31,Active,Email,Platinum,39,84,89
CUS-10520,Family,Derrickshire,IA,2024-06-20,Active,Email,Gold,70,77,62
CUS-10521,Individual,North Elizabeth,NC,2023-04-24,Active,Phone,Silver,49,58,73
CUS-10522,Family,Lake Jesse,CT,2024-11-01,Active,SMS,Platinum,18,96,98
CUS-10523,Individual,Riverafort,CT,2022-04-22,Active,Email,Gold,1,75,100
CUS-10524,Family,North Tamara,GA,2021-04-03,Suspended,Phone,Silver,73,91,22
CUS-10525,Individual,Delgadofort,NJ,2024-01-28,Active,Email,Silver,44,47,87
CUS-10526,Business,Port Tamara,MD,2023-06-09,Active,Phone,Bronze,59,85,80
CUS-10527,Business,Debbieland,SD,2020-06-02,Active,Email,Gold,1,100,100
CUS-10528,Individual,New Joanne,PR,2023-08-10,Active,SMS,Bronze,48,53,79
CUS-10529,Individual,East Robertburgh,PW,2022-10-17,Active,Email,Silver,49,47,57
CUS-10530,Individual,Port Randyfort,HI,2020-03-14,Active,Email,Bronze,38,64,93
CUS-10531,Individual,Nancytown,ME,2022-11-07,Active,Phone,Silver,29,58,58
CUS-10532,Family,West Justinside,NC,2024-09-25,Active,Phone,Silver,50,72,78
CUS-10533,Individual,Smallberg,PR,2024-04-04,Active,Email,Bronze,60,42,83
CUS-10534,Individual,Nelsonville,MA,2023-12-08,Active,SMS,Silver,72,57,52
CUS-10535,Individual,Lake Stephen,KS,2021-02-05,Active,SMS,Silver,29,58,76
CUS-10536,Individual,North Jill,WY,2022-04-28,Active,Phone,Gold,2,73,99
CUS-10537,Family,Ashleyborough,HI,2025-05-12,Active,SMS,Bronze,67,51,82
CUS-10538,Premium,Wilcoxhaven,MD,2024-09-13,Active,SMS,Platinum,53,100,97
CUS-10539,Individual,South Elizabethburgh,DC,2024-07-27,Active,Email,Silver,76,52,77
CUS-10540,Business,Morrisbury,AL,2022-05-07,Suspended,SMS,Platinum,37,100,54
CUS-10541,Student,Patrickmouth,WV,2022-07-16,Active,Email,Silver,62,54,67
CUS-10542,Family,Stephanieport,OR,2023-01-26,Active,Phone,Platinum,39,92,75
CUS-10543,Individual,West Desireebury,AR,2024-01-03,Active,Email,Silver,65,64,58
CUS-10544,Individual,South Kurtfurt,TX,2023-11-22,Active,Phone,Gold,45,69,98
CUS-10545,Individual,Hannahport,MN,2023-09-28,Active,Phone,Gold,44,63,89
CUS-10546,Family,East Susan,NJ,2022-12-06,Active,Email,Bronze,11,63,75
CUS-10547,Family,South Julie,PA,2020-11-25,Suspended,Phone,Bronze,43,72,35
CUS-10548,Family,Robertside,PW,2020-03-07,Active,Email,Gold,33,100,78
CUS-10549,Family,Toddborough,WV,2023-02-23,Active,Phone,Gold,43,85,65
CUS-10550,Premium,Lake Karen,VI,2022-03-04,Active,Phone,Platinum,15,100,67
CUS-10551,Family,New Seanstad,CA,2021-02-19,Active,Phone,Platinum,43,99,100
CUS-10552,Family,North Mariahaven,ID,2023-08-19,Active,Phone,Gold,22,81,84
CUS-10553,Individual,East Mark,NC,2023-10-30,Active,SMS,Gold,17,66,69
CUS-10554,Individual,Wilsonborough,VT,2023-02-13,Active,Email,Gold,1,66,99
CUS-10555,Family,Davishaven,NV,2020-11-13,Active,SMS,Gold,39,100,100
CUS-10556,Family,South Davidchester,NH,2021-09-08,Active,Phone,Silver,52,81,83
CUS-10557,Individual,New Stevenport,VA,2021-01-11,Active,Phone,Bronze,34,60,79
