billing_id,subscription_id,customer_id,billing_date,due_date,base_amount,additional_charges,tax_amount,total_amount,payment_amount,payment_date,payment_method,status,billing_cycle
BILL-1234583612,SUB-10001179,CUS-10799,2024-01-01,2024-01-15,76.42,0,7.48,83.9,83.9,2024-01-10,Bank Transfer,Paid,2024-01-01
BILL-1234583613,SUB-10001179,CUS-10799,2024-02-01,2024-02-15,76.42,0,6.36,82.78,82.78,2024-02-05,PayPal,Paid,2024-02-01
BILL-1234583614,SUB-10001179,CUS-10799,2024-03-01,2024-03-15,76.42,0,7.95,84.37,84.37,2024-03-06,PayPal,Paid,2024-03-01
BILL-1234583615,SUB-10001179,CUS-10799,2024-04-01,2024-04-15,76.42,47.7,12.64,136.76,136.76,2024-04-12,Credit Card,Paid,2024-04-01
BILL-1234583616,SUB-10001179,CUS-10799,2024-05-01,2024-05-15,76.42,0,8.85,85.27,85.27,2024-05-13,Credit Card,Paid,2024-05-01
BILL-1234583617,SUB-10001179,CUS-10799,2024-06-01,2024-06-15,76.42,0,6.98,83.4,83.4,2024-06-13,Credit Card,Paid,2024-06-01
BILL-1234583618,SUB-10001179,CUS-10799,2024-07-01,2024-07-15,76.42,14.06,9.87,100.35,100.35,2024-07-12,Bank Transfer,Paid,2024-07-01
BILL-1234583619,SUB-10001179,CUS-10799,2024-08-01,2024-08-15,76.42,45.62,9.83,131.87,131.87,2024-08-04,Credit Card,Paid,2024-08-01
BILL-1234583620,SUB-10001179,CUS-10799,2024-09-01,2024-09-15,76.42,0,8.98,85.4,85.4,2024-09-02,Credit Card,Paid,2024-09-01
BILL-1234583621,SUB-10001179,CUS-10799,2024-10-01,2024-10-15,76.42,0,8.9,85.32,85.32,2024-10-05,Bank Transfer,Paid,2024-10-01
BILL-1234583622,SUB-10001179,CUS-10799,2024-11-01,2024-11-15,76.42,20.25,10.3,106.97,null,null,null,Unpaid,2024-11-01
BILL-1234583623,SUB-10001179,CUS-10799,2024-12-01,2024-12-15,76.42,0,7.21,83.63,83.63,2024-12-05,Bank Transfer,Paid,2024-12-01
BILL-1234583624,SUB-10001179,CUS-10799,2025-01-01,2025-01-15,76.42,0,6.54,82.96,82.96,2025-01-10,Check,Paid,2025-01-01
BILL-1234583625,SUB-10001179,CUS-10799,2025-02-01,2025-02-15,76.42,0,6.77,83.19,83.19,2025-02-08,Bank Transfer,Paid,2025-02-01
BILL-1234583626,SUB-10001179,CUS-10799,2025-03-01,2025-03-15,76.42,0,7.66,84.08,84.08,2025-03-07,Check,Paid,2025-03-01
BILL-1234583627,SUB-10001179,CUS-10799,2025-04-01,2025-04-15,76.42,44.38,9.85,130.65,null,null,null,Unpaid,2025-04-01
BILL-1234583628,SUB-10001179,CUS-10799,2025-05-01,2025-05-15,76.42,30.36,11.02,117.8,117.8,2025-05-04,Check,Paid,2025-05-01
BILL-1234583629,SUB-10001179,CUS-10799,2025-06-01,2025-06-15,76.42,0,6.57,82.99,35.91,2025-06-29,Bank Transfer,Partial,2025-06-01
BILL-1234583630,SUB-10001180,CUS-10800,2024-08-01,2024-08-15,136.17,0,11.99,148.16,148.16,2024-08-08,Bank Transfer,Paid,2024-08-01
BILL-1234583631,SUB-10001180,CUS-10800,2024-09-01,2024-09-15,136.17,0,16.29,152.46,152.46,2024-09-04,Credit Card,Paid,2024-09-01
BILL-1234583632,SUB-10001180,CUS-10800,2024-10-01,2024-10-15,136.17,0,11.37,147.54,147.54,2024-10-16,Bank Transfer,Paid,2024-10-01
BILL-1234583633,SUB-10001180,CUS-10800,2024-11-01,2024-11-15,136.17,0,12.09,148.26,148.26,2024-11-16,Check,Paid,2024-11-01
BILL-1234583634,SUB-10001180,CUS-10800,2024-12-01,2024-12-15,136.17,11.9,16.69,164.76,164.76,2024-12-07,Check,Paid,2024-12-01
BILL-1234583635,SUB-10001180,CUS-10800,2025-01-01,2025-01-15,136.17,0,12.47,148.64,148.64,2025-01-12,PayPal,Paid,2025-01-01
BILL-1234583636,SUB-10001180,CUS-10800,2025-02-01,2025-02-15,136.17,0,15.74,151.91,151.91,2025-02-09,Bank Transfer,Paid,2025-02-01
BILL-1234583637,SUB-10001180,CUS-10800,2025-03-01,2025-03-15,136.17,0,13.19,149.36,149.36,2025-03-05,PayPal,Paid,2025-03-01
BILL-1234583638,SUB-10001180,CUS-10800,2025-04-01,2025-04-15,136.17,0,14.37,150.54,null,null,null,Unpaid,2025-04-01
BILL-1234583639,SUB-10001180,CUS-10800,2025-05-01,2025-05-15,136.17,0,14.47,150.64,150.64,2025-05-13,Bank Transfer,Paid,2025-05-01
BILL-1234583640,SUB-10001180,CUS-10800,2025-06-01,2025-06-15,136.17,14.05,14.4,164.62,164.62,2025-06-18,Check,Paid,2025-06-01
BILL-1234583641,SUB-10001181,CUS-10801,2025-05-01,2025-05-15,129.84,0,10.97,140.81,140.81,2025-05-02,Bank Transfer,Paid,2025-05-01
BILL-1234583642,SUB-10001181,CUS-10801,2025-06-01,2025-06-15,129.84,0,12.93,142.77,null,null,null,Late,2025-06-01
BILL-1234583643,SUB-10001182,CUS-10801,2025-05-01,2025-05-15,69.99,0,7.39,77.38,77.38,2025-05-02,Check,Paid,2025-05-01
BILL-1234583644,SUB-10001182,CUS-10801,2025-06-01,2025-06-15,69.99,0,6.4,76.39,76.39,2025-06-08,PayPal,Paid,2025-06-01
BILL-1234583645,SUB-10001183,CUS-10802,2024-01-01,2024-01-15,49.99,20.14,7.98,78.11,78.11,2024-01-13,PayPal,Paid,2024-01-01
BILL-1234583646,SUB-10001183,CUS-10802,2024-02-01,2024-02-15,49.99,47.39,11.01,108.39,108.39,2024-02-09,Check,Paid,2024-02-01
BILL-1234583647,SUB-10001183,CUS-10802,2024-03-01,2024-03-15,49.99,0,4.93,54.92,54.92,2024-03-06,Check,Paid,2024-03-01
BILL-1234583648,SUB-10001183,CUS-10802,2024-04-01,2024-04-15,49.99,0,4.76,54.75,54.75,2024-04-02,PayPal,Paid,2024-04-01
BILL-1234583649,SUB-10001183,CUS-10802,2024-05-01,2024-05-15,49.99,0,4.71,54.7,54.7,2024-05-03,Bank Transfer,Paid,2024-05-01
BILL-1234583650,SUB-10001183,CUS-10802,2024-06-01,2024-06-15,49.99,0,4.29,54.28,54.28,2024-06-12,PayPal,Paid,2024-06-01
BILL-1234583651,SUB-10001183,CUS-10802,2024-07-01,2024-07-15,49.99,0,4.13,54.12,54.12,2024-07-14,Credit Card,Paid,2024-07-01
BILL-1234583652,SUB-10001183,CUS-10802,2024-08-01,2024-08-15,49.99,0,4.1,54.09,54.09,2024-08-11,Credit Card,Paid,2024-08-01
BILL-1234583653,SUB-10001183,CUS-10802,2024-09-01,2024-09-15,49.99,20.78,7.94,78.71,78.71,2024-09-02,Bank Transfer,Paid,2024-09-01
BILL-1234583654,SUB-10001183,CUS-10802,2024-10-01,2024-10-15,49.99,22.88,7.15,80.02,80.02,2024-10-14,Credit Card,Paid,2024-10-01
BILL-1234583655,SUB-10001183,CUS-10802,2024-11-01,2024-11-15,49.99,0,4.07,54.06,54.06,2024-11-11,Check,Paid,2024-11-01
BILL-1234583656,SUB-10001183,CUS-10802,2024-12-01,2024-12-15,49.99,0,5.36,55.35,55.35,2024-12-13,Credit Card,Paid,2024-12-01
BILL-1234583657,SUB-10001183,CUS-10802,2025-01-01,2025-01-15,49.99,0,5.9,55.89,55.89,2025-02-11,PayPal,Late,2025-01-01
BILL-1234583658,SUB-10001183,CUS-10802,2025-02-01,2025-02-15,49.99,0,5.84,55.83,55.83,2025-02-09,Check,Paid,2025-02-01
BILL-1234583659,SUB-10001183,CUS-10802,2025-03-01,2025-03-15,49.99,0,5.82,55.81,55.81,2025-03-12,Check,Paid,2025-03-01
BILL-1234583660,SUB-10001183,CUS-10802,2025-04-01,2025-04-15,49.99,0,5.34,55.33,55.33,2025-04-13,Credit Card,Paid,2025-04-01
BILL-1234583661,SUB-10001183,CUS-10802,2025-05-01,2025-05-15,49.99,0,4.82,54.81,54.81,2025-05-09,PayPal,Paid,2025-05-01
BILL-1234583662,SUB-10001183,CUS-10802,2025-06-01,2025-06-15,49.99,0,5.25,55.24,55.24,2025-06-12,Check,Paid,2025-06-01
BILL-1234583663,SUB-10001184,CUS-10803,2024-04-01,2024-04-15,69.99,0,6.4,76.39,36.59,2024-04-16,Bank Transfer,Partial,2024-04-01
BILL-1234583664,SUB-10001184,CUS-10803,2024-05-01,2024-05-15,69.99,0,5.6,75.59,75.59,2024-05-11,Check,Paid,2024-05-01
BILL-1234583665,SUB-10001184,CUS-10803,2024-06-01,2024-06-15,69.99,0,7.48,77.47,77.47,2024-06-09,PayPal,Paid,2024-06-01
BILL-1234583666,SUB-10001184,CUS-10803,2024-07-01,2024-07-15,69.99,17.62,7.44,95.05,95.05,2024-07-15,Credit Card,Paid,2024-07-01
BILL-1234583667,SUB-10001184,CUS-10803,2024-08-01,2024-08-15,69.99,0,7.18,77.17,77.17,2024-08-02,Credit Card,Paid,2024-08-01
BILL-1234583668,SUB-10001184,CUS-10803,2024-09-01,2024-09-15,69.99,0,5.66,75.65,75.65,2024-09-15,Bank Transfer,Paid,2024-09-01
BILL-1234583669,SUB-10001184,CUS-10803,2024-10-01,2024-10-15,69.99,0,5.71,75.7,75.7,2024-10-04,Credit Card,Paid,2024-10-01
BILL-1234583670,SUB-10001184,CUS-10803,2024-11-01,2024-11-15,69.99,36.45,11.98,118.42,118.42,2024-11-12,Credit Card,Paid,2024-11-01
BILL-1234583671,SUB-10001184,CUS-10803,2024-12-01,2024-12-15,69.99,36.94,11.04,117.97,117.97,2024-12-06,Credit Card,Paid,2024-12-01
BILL-1234583672,SUB-10001184,CUS-10803,2025-01-01,2025-01-15,69.99,8.05,7.23,85.27,85.27,2025-01-03,Bank Transfer,Paid,2025-01-01
BILL-1234583673,SUB-10001184,CUS-10803,2025-02-01,2025-02-15,69.99,7.41,6.6,84,84,2025-02-09,Credit Card,Paid,2025-02-01
BILL-1234583674,SUB-10001184,CUS-10803,2025-03-01,2025-03-15,69.99,0,6.02,76.01,76.01,2025-03-06,Check,Paid,2025-03-01
BILL-1234583675,SUB-10001184,CUS-10803,2025-04-01,2025-04-15,69.99,0,8.35,78.34,78.34,2025-04-15,Bank Transfer,Paid,2025-04-01
BILL-1234583676,SUB-10001184,CUS-10803,2025-05-01,2025-05-15,69.99,8.22,7.4,85.61,85.61,2025-05-13,Check,Paid,2025-05-01
BILL-1234583677,SUB-10001184,CUS-10803,2025-06-01,2025-06-15,69.99,0,8.3,78.29,78.29,2025-06-10,Bank Transfer,Paid,2025-06-01
BILL-1234583678,SUB-10001185,CUS-10804,2025-02-01,2025-02-15,99.99,0,11.58,111.57,111.57,2025-02-08,Check,Paid,2025-02-01
BILL-1234583679,SUB-10001185,CUS-10804,2025-03-01,2025-03-15,99.99,0,10.87,110.86,null,null,null,Unpaid,2025-03-01
BILL-1234583680,SUB-10001185,CUS-10804,2025-04-01,2025-04-15,99.99,46.37,12.43,158.79,158.79,2025-04-03,Check,Paid,2025-04-01
BILL-1234583681,SUB-10001185,CUS-10804,2025-05-01,2025-05-15,99.99,42.81,13.17,155.97,155.97,2025-05-12,Credit Card,Paid,2025-05-01
BILL-1234583682,SUB-10001185,CUS-10804,2025-06-01,2025-06-15,99.99,0,11.43,111.42,null,null,null,Late,2025-06-01
BILL-1234583683,SUB-10001186,CUS-10805,2024-01-01,2024-01-15,229.34,0,23.32,252.66,252.66,2024-01-09,PayPal,Paid,2024-01-01
BILL-1234583684,SUB-10001186,CUS-10805,2024-02-01,2024-02-15,229.34,0,27.34,256.68,256.68,2024-02-11,Check,Paid,2024-02-01
BILL-1234583685,SUB-10001186,CUS-10805,2024-03-01,2024-03-15,229.34,30.01,27.59,286.94,286.94,2024-03-03,Credit Card,Paid,2024-03-01
BILL-1234583686,SUB-10001186,CUS-10805,2024-04-01,2024-04-15,229.34,0,24.04,253.38,253.38,2024-04-09,Bank Transfer,Paid,2024-04-01
BILL-1234583687,SUB-10001186,CUS-10805,2024-05-01,2024-05-15,229.34,0,20.35,249.69,249.69,2024-05-06,Credit Card,Paid,2024-05-01
BILL-1234583688,SUB-10001186,CUS-10805,2024-06-01,2024-06-15,229.34,0,24.4,253.74,253.74,2024-06-08,Bank Transfer,Paid,2024-06-01
BILL-1234583689,SUB-10001186,CUS-10805,2024-07-01,2024-07-15,229.34,0,23.08,252.42,252.42,2024-07-05,Bank Transfer,Paid,2024-07-01
BILL-1234583690,SUB-10001186,CUS-10805,2024-08-01,2024-08-15,229.34,35.48,26.75,291.57,291.57,2024-08-06,Bank Transfer,Paid,2024-08-01
BILL-1234583691,SUB-10001186,CUS-10805,2024-09-01,2024-09-15,229.34,0,21.04,250.38,250.38,2024-09-08,PayPal,Paid,2024-09-01
BILL-1234583692,SUB-10001186,CUS-10805,2024-10-01,2024-10-15,229.34,0,22.76,252.1,252.1,2024-10-04,Check,Paid,2024-10-01
BILL-1234583693,SUB-10001186,CUS-10805,2024-11-01,2024-11-15,229.34,0,18.76,248.1,248.1,2024-11-14,Check,Paid,2024-11-01
BILL-1234583694,SUB-10001186,CUS-10805,2024-12-01,2024-12-15,229.34,0,23.39,252.73,252.73,2024-12-06,Check,Paid,2024-12-01
BILL-1234583695,SUB-10001186,CUS-10805,2025-01-01,2025-01-15,229.34,17.82,23.75,270.91,270.91,2025-01-14,Bank Transfer,Paid,2025-01-01
BILL-1234583696,SUB-10001186,CUS-10805,2025-02-01,2025-02-15,229.34,15,28.57,272.91,272.91,2025-02-02,PayPal,Paid,2025-02-01
BILL-1234583697,SUB-10001186,CUS-10805,2025-03-01,2025-03-15,229.34,0,18.36,247.7,247.7,2025-03-16,PayPal,Paid,2025-03-01
BILL-1234583698,SUB-10001186,CUS-10805,2025-04-01,2025-04-15,229.34,0,22.16,251.5,251.5,2025-04-02,PayPal,Paid,2025-04-01
BILL-1234583699,SUB-10001186,CUS-10805,2025-05-01,2025-05-15,229.34,0,20.15,249.49,249.49,2025-05-14,PayPal,Paid,2025-05-01
BILL-1234583700,SUB-10001186,CUS-10805,2025-06-01,2025-06-15,229.34,6.68,25.24,261.26,261.26,2025-06-12,Credit Card,Paid,2025-06-01
BILL-1234583701,SUB-10001187,CUS-10806,2024-01-01,2024-01-15,119.99,42.58,15.6,178.17,178.17,2024-01-10,PayPal,Paid,2024-01-01
BILL-1234583702,SUB-10001187,CUS-10806,2024-02-01,2024-02-15,119.99,0,12.92,132.91,132.91,2024-02-02,Credit Card,Paid,2024-02-01
BILL-1234583703,SUB-10001187,CUS-10806,2024-03-01,2024-03-15,119.99,0,11.28,131.27,131.27,2024-03-15,Bank Transfer,Paid,2024-03-01
BILL-1234583704,SUB-10001187,CUS-10806,2024-04-01,2024-04-15,119.99,0,13.52,133.51,133.51,2024-04-03,Credit Card,Paid,2024-04-01
BILL-1234583705,SUB-10001187,CUS-10806,2024-05-01,2024-05-15,119.99,0,9.8,129.79,129.79,2024-05-15,Credit Card,Paid,2024-05-01
BILL-1234583706,SUB-10001187,CUS-10806,2024-06-01,2024-06-15,119.99,0,14.07,134.06,134.06,2024-06-06,Credit Card,Paid,2024-06-01
BILL-1234583707,SUB-10001187,CUS-10806,2024-07-01,2024-07-15,119.99,21.38,12.37,153.74,153.74,2024-07-14,Credit Card,Paid,2024-07-01
BILL-1234583708,SUB-10001187,CUS-10806,2024-08-01,2024-08-15,119.99,25.53,11.68,157.2,157.2,2024-08-18,Bank Transfer,Paid,2024-08-01
BILL-1234583709,SUB-10001187,CUS-10806,2024-09-01,2024-09-15,119.99,15.53,12.64,148.16,148.16,2024-09-08,PayPal,Paid,2024-09-01
BILL-1234583710,SUB-10001187,CUS-10806,2024-10-01,2024-10-15,119.99,0,11.42,131.41,131.41,2024-10-18,Check,Paid,2024-10-01
BILL-1234583711,SUB-10001187,CUS-10806,2024-11-01,2024-11-15,119.99,0,10.94,130.93,130.93,2024-11-06,PayPal,Paid,2024-11-01
BILL-1234583712,SUB-10001187,CUS-10806,2024-12-01,2024-12-15,119.99,16.81,13.56,150.36,150.36,2024-12-03,Credit Card,Paid,2024-12-01
BILL-1234583713,SUB-10001187,CUS-10806,2025-01-01,2025-01-15,119.99,0,10.18,130.17,130.17,2025-01-18,PayPal,Paid,2025-01-01
BILL-1234583714,SUB-10001187,CUS-10806,2025-02-01,2025-02-15,119.99,0,12.98,132.97,132.97,2025-02-13,Bank Transfer,Paid,2025-02-01
BILL-1234583715,SUB-10001187,CUS-10806,2025-03-01,2025-03-15,119.99,0,11.97,131.96,63.42,2025-03-26,PayPal,Partial,2025-03-01
BILL-1234583716,SUB-10001187,CUS-10806,2025-04-01,2025-04-15,119.99,37.84,15.84,173.67,null,null,null,Unpaid,2025-04-01
BILL-1234583717,SUB-10001187,CUS-10806,2025-05-01,2025-05-15,119.99,0,10.28,130.27,130.27,2025-05-10,Bank Transfer,Paid,2025-05-01
BILL-1234583718,SUB-10001187,CUS-10806,2025-06-01,2025-06-15,119.99,21.42,15.42,156.83,156.83,2025-06-18,Credit Card,Paid,2025-06-01
BILL-1234583719,SUB-10001188,CUS-10807,2024-01-01,2024-01-15,209.46,0,24.3,233.76,233.76,2024-01-05,PayPal,Paid,2024-01-01
BILL-1234583720,SUB-10001188,CUS-10807,2024-02-01,2024-02-15,209.46,32.87,21.14,263.47,263.47,2024-02-12,Bank Transfer,Paid,2024-02-01
BILL-1234583721,SUB-10001188,CUS-10807,2024-03-01,2024-03-15,209.46,25.36,26.48,261.3,261.3,2024-03-09,PayPal,Paid,2024-03-01
BILL-1234583722,SUB-10001188,CUS-10807,2024-04-01,2024-04-15,209.46,8.09,22.61,240.16,240.16,2024-04-05,Check,Paid,2024-04-01
BILL-1234583723,SUB-10001188,CUS-10807,2024-05-01,2024-05-15,209.46,0,21.06,230.52,230.52,2024-05-14,Check,Paid,2024-05-01
BILL-1234583724,SUB-10001188,CUS-10807,2024-06-01,2024-06-15,209.46,20.29,19.96,249.71,249.71,2024-06-03,Credit Card,Paid,2024-06-01
BILL-1234583725,SUB-10001188,CUS-10807,2024-07-01,2024-07-15,209.46,0,21.19,230.65,230.65,2024-07-12,PayPal,Paid,2024-07-01
BILL-1234583726,SUB-10001188,CUS-10807,2024-08-01,2024-08-15,209.46,0,17.64,227.1,227.1,2024-08-11,Bank Transfer,Paid,2024-08-01
BILL-1234583727,SUB-10001188,CUS-10807,2024-09-01,2024-09-15,209.46,0,23.9,233.36,233.36,2024-09-10,Check,Paid,2024-09-01
BILL-1234583728,SUB-10001188,CUS-10807,2024-10-01,2024-10-15,209.46,17.09,26.4,252.95,252.95,2024-10-16,PayPal,Paid,2024-10-01
BILL-1234583729,SUB-10001188,CUS-10807,2024-11-01,2024-11-15,209.46,31.61,19.97,261.04,261.04,2024-11-13,Check,Paid,2024-11-01
BILL-1234583730,SUB-10001188,CUS-10807,2024-12-01,2024-12-15,209.46,0,22.16,231.62,231.62,2024-12-03,PayPal,Paid,2024-12-01
BILL-1234583731,SUB-10001188,CUS-10807,2025-01-01,2025-01-15,209.46,0,20.69,230.15,230.15,2025-01-16,Bank Transfer,Paid,2025-01-01
BILL-1234583732,SUB-10001188,CUS-10807,2025-02-01,2025-02-15,209.46,40.81,20.73,271,271,2025-02-12,PayPal,Paid,2025-02-01
BILL-1234583733,SUB-10001188,CUS-10807,2025-03-01,2025-03-15,209.46,0,17.62,227.08,93.54,2025-03-24,Check,Partial,2025-03-01
BILL-1234583734,SUB-10001188,CUS-10807,2025-04-01,2025-04-15,209.46,0,18.85,228.31,null,null,null,Unpaid,2025-04-01
BILL-1234583735,SUB-10001188,CUS-10807,2025-05-01,2025-05-15,209.46,31.37,25.47,266.3,266.3,2025-05-04,Bank Transfer,Paid,2025-05-01
BILL-1234583736,SUB-10001188,CUS-10807,2025-06-01,2025-06-15,209.46,18.62,22.24,250.32,250.32,2025-06-05,PayPal,Paid,2025-06-01
BILL-1234583737,SUB-10001190,CUS-10809,2024-01-01,2024-01-15,170.42,20.76,22.67,213.85,213.85,2024-01-05,Credit Card,Paid,2024-01-01
BILL-1234583738,SUB-10001190,CUS-10809,2024-02-01,2024-02-15,170.42,0,18,188.42,188.42,2024-02-15,Credit Card,Paid,2024-02-01
BILL-1234583739,SUB-10001190,CUS-10809,2024-03-01,2024-03-15,170.42,0,14.43,184.85,184.85,2024-03-11,Check,Paid,2024-03-01
BILL-1234583740,SUB-10001190,CUS-10809,2024-04-01,2024-04-15,170.42,0,17.57,187.99,187.99,2024-04-09,Bank Transfer,Paid,2024-04-01
BILL-1234583741,SUB-10001190,CUS-10809,2024-05-01,2024-05-15,170.42,13.72,19.5,203.64,203.64,2024-05-05,Check,Paid,2024-05-01
BILL-1234583742,SUB-10001190,CUS-10809,2024-06-01,2024-06-15,170.42,19.36,17.59,207.37,207.37,2024-06-12,PayPal,Paid,2024-06-01
BILL-1234583743,SUB-10001190,CUS-10809,2024-07-01,2024-07-15,170.42,0,16.37,186.79,186.79,2024-07-12,Check,Paid,2024-07-01
BILL-1234583744,SUB-10001190,CUS-10809,2024-08-01,2024-08-15,170.42,0,14.33,184.75,184.75,2024-08-13,Bank Transfer,Paid,2024-08-01
BILL-1234583745,SUB-10001190,CUS-10809,2024-09-01,2024-09-15,170.42,49.48,19.04,238.94,238.94,2024-09-06,Check,Paid,2024-09-01
BILL-1234583746,SUB-10001190,CUS-10809,2024-10-01,2024-10-15,170.42,0,17.99,188.41,188.41,2024-10-15,Credit Card,Paid,2024-10-01
BILL-1234583747,SUB-10001190,CUS-10809,2024-11-01,2024-11-15,170.42,0,14.51,184.93,184.93,2024-11-10,PayPal,Paid,2024-11-01
BILL-1234583748,SUB-10001190,CUS-10809,2024-12-01,2024-12-15,170.42,5.81,18.94,195.17,195.17,2024-12-13,Credit Card,Paid,2024-12-01
BILL-1234583749,SUB-10001190,CUS-10809,2025-01-01,2025-01-15,170.42,0,19.09,189.51,189.51,2025-01-04,PayPal,Paid,2025-01-01
BILL-1234583750,SUB-10001190,CUS-10809,2025-02-01,2025-02-15,170.42,0,15.35,185.77,185.77,2025-02-07,Check,Paid,2025-02-01
BILL-1234583751,SUB-10001190,CUS-10809,2025-03-01,2025-03-15,170.42,0,17.68,188.1,188.1,2025-03-03,Bank Transfer,Paid,2025-03-01
BILL-1234583752,SUB-10001190,CUS-10809,2025-04-01,2025-04-15,170.42,0,16.4,186.82,186.82,2025-04-13,Bank Transfer,Paid,2025-04-01
BILL-1234583753,SUB-10001190,CUS-10809,2025-05-01,2025-05-15,170.42,0,14.77,185.19,185.19,2025-05-08,Check,Paid,2025-05-01
BILL-1234583754,SUB-10001190,CUS-10809,2025-06-01,2025-06-15,170.42,0,14.17,184.59,184.59,2025-06-08,Bank Transfer,Paid,2025-06-01
BILL-1234583755,SUB-10001191,CUS-10810,2024-01-01,2024-01-15,262.71,48.09,31.02,341.82,341.82,2024-01-08,Bank Transfer,Paid,2024-01-01
BILL-1234583756,SUB-10001191,CUS-10810,2024-02-01,2024-02-15,262.71,0,28.72,291.43,291.43,2024-02-03,Check,Paid,2024-02-01
BILL-1234583757,SUB-10001191,CUS-10810,2024-03-01,2024-03-15,262.71,0,27.03,289.74,289.74,2024-03-08,Credit Card,Paid,2024-03-01
BILL-1234583758,SUB-10001191,CUS-10810,2024-04-01,2024-04-15,262.71,46.05,32.48,341.24,341.24,2024-04-14,Bank Transfer,Paid,2024-04-01
BILL-1234583759,SUB-10001191,CUS-10810,2024-05-01,2024-05-15,262.71,0,30.39,293.1,293.1,2024-05-12,Check,Paid,2024-05-01
BILL-1234583760,SUB-10001191,CUS-10810,2024-06-01,2024-06-15,262.71,0,29.03,291.74,291.74,2024-06-11,PayPal,Paid,2024-06-01
BILL-1234583761,SUB-10001191,CUS-10810,2024-07-01,2024-07-15,262.71,0,26.79,289.5,289.5,2024-07-12,Check,Paid,2024-07-01
BILL-1234583762,SUB-10001191,CUS-10810,2024-08-01,2024-08-15,262.71,0,30.21,292.92,292.92,2024-08-10,PayPal,Paid,2024-08-01
BILL-1234583763,SUB-10001191,CUS-10810,2024-09-01,2024-09-15,262.71,0,31.02,293.73,293.73,2024-09-05,PayPal,Paid,2024-09-01
BILL-1234583764,SUB-10001191,CUS-10810,2024-10-01,2024-10-15,262.71,18.93,25.37,307.01,307.01,2024-10-11,Bank Transfer,Paid,2024-10-01
BILL-1234583765,SUB-10001191,CUS-10810,2024-11-01,2024-11-15,262.71,0,22.48,285.19,285.19,2024-11-13,PayPal,Paid,2024-11-01
BILL-1234583766,SUB-10001191,CUS-10810,2024-12-01,2024-12-15,262.71,0,26.31,289.02,289.02,2024-12-20,PayPal,Late,2024-12-01
BILL-1234583767,SUB-10001191,CUS-10810,2025-01-01,2025-01-15,262.71,42.61,24.87,330.19,330.19,2025-01-15,Check,Paid,2025-01-01
BILL-1234583768,SUB-10001191,CUS-10810,2025-02-01,2025-02-15,262.71,0,28.61,291.32,291.32,2025-02-11,Check,Paid,2025-02-01
BILL-1234583769,SUB-10001191,CUS-10810,2025-03-01,2025-03-15,262.71,0,26.05,288.76,288.76,2025-03-06,PayPal,Paid,2025-03-01
BILL-1234583770,SUB-10001191,CUS-10810,2025-04-01,2025-04-15,262.71,0,28.17,290.88,290.88,2025-04-03,Check,Paid,2025-04-01
BILL-1234583771,SUB-10001191,CUS-10810,2025-05-01,2025-05-15,262.71,0,22.82,285.53,285.53,2025-05-11,Bank Transfer,Paid,2025-05-01
BILL-1234583772,SUB-10001191,CUS-10810,2025-06-01,2025-06-15,262.71,0,27.41,290.12,290.12,2025-06-15,PayPal,Paid,2025-06-01
BILL-1234583773,SUB-10001192,CUS-10810,2024-01-01,2024-01-15,379.34,20.32,44.78,444.44,444.44,2024-01-04,PayPal,Paid,2024-01-01
BILL-1234583774,SUB-10001192,CUS-10810,2024-02-01,2024-02-15,379.34,0,35.49,414.83,414.83,2024-02-09,Check,Paid,2024-02-01
BILL-1234583775,SUB-10001192,CUS-10810,2024-03-01,2024-03-15,379.34,19.14,31.99,430.47,430.47,2024-03-14,Credit Card,Paid,2024-03-01
BILL-1234583776,SUB-10001192,CUS-10810,2024-04-01,2024-04-15,379.34,15.78,33.53,428.65,428.65,2024-04-05,Credit Card,Paid,2024-04-01
BILL-1234583777,SUB-10001192,CUS-10810,2024-05-01,2024-05-15,379.34,0,42.93,422.27,422.27,2024-05-05,Bank Transfer,Paid,2024-05-01
BILL-1234583778,SUB-10001192,CUS-10810,2024-06-01,2024-06-15,379.34,0,36.36,415.7,415.7,2024-06-12,Bank Transfer,Paid,2024-06-01
BILL-1234583779,SUB-10001192,CUS-10810,2024-07-01,2024-07-15,379.34,9.23,43.57,432.14,432.14,2024-07-07,Credit Card,Paid,2024-07-01
BILL-1234583780,SUB-10001192,CUS-10810,2024-08-01,2024-08-15,379.34,14.88,39.03,433.25,433.25,2024-08-14,Credit Card,Paid,2024-08-01
BILL-1234583781,SUB-10001192,CUS-10810,2024-09-01,2024-09-15,379.34,7.75,33.75,420.84,420.84,2024-09-09,Bank Transfer,Paid,2024-09-01
BILL-1234583782,SUB-10001192,CUS-10810,2024-10-01,2024-10-15,379.34,22.74,43.84,445.92,445.92,2024-10-03,Credit Card,Paid,2024-10-01
BILL-1234583783,SUB-10001192,CUS-10810,2024-11-01,2024-11-15,379.34,0,31.69,411.03,411.03,2024-11-09,PayPal,Paid,2024-11-01
BILL-1234583784,SUB-10001192,CUS-10810,2024-12-01,2024-12-15,379.34,0,44.71,424.05,424.05,2024-12-05,PayPal,Paid,2024-12-01
BILL-1234583785,SUB-10001192,CUS-10810,2025-01-01,2025-01-15,379.34,0,32.69,412.03,412.03,2025-01-15,Bank Transfer,Paid,2025-01-01
